date,coupon,note_rate,pmms,refi_incentive,forecast_cpr,realized_cpr
2023-03-01,6.5,7.25,6.544,0.706,0.026979,0.01977073
2023-04-01,2.5,3.25,6.3425,-3.0925,0.010492,0.0
2023-04-01,3.0,3.75,6.3425,-2.5925,0.010319,0.0
2023-04-01,3.5,4.25,6.3425,-2.0925,0.010188,5.219e-05
2023-04-01,4.0,4.75,6.3425,-1.5925,0.010349,2.861e-05
2023-04-01,4.5,5.25,6.3425,-1.0925,0.011235,0.0003724
2023-04-01,5.0,5.75,6.3425,-0.5925,0.012789,0.00145701
2023-04-01,5.5,6.25,6.3425,-0.0925,0.016535,0.00743605
2023-04-01,6.0,6.75,6.3425,0.4075,0.023031,0.01996344
2023-04-01,6.5,7.25,6.3425,0.9075,0.029706,0.02770885
2023-05-01,2.5,3.25,6.425,-3.175,0.010522,0.0
2023-05-01,3.0,3.75,6.425,-2.675,0.010347,0.0
2023-05-01,3.5,4.25,6.425,-2.175,0.010206,5.244e-05
2023-05-01,4.0,4.75,6.425,-1.675,0.010276,8.633e-05
2023-05-01,4.5,5.25,6.425,-1.175,0.011052,0.00066545
2023-05-01,5.0,5.75,6.425,-0.675,0.012421,0.00133431
2023-05-01,5.5,6.25,6.425,-0.175,0.015648,0.00857247
2023-05-01,6.0,6.75,6.425,0.325,0.021919,0.02235796
2023-05-01,6.5,7.25,6.425,0.825,0.02859,0.04145281
2023-06-01,2.5,3.25,6.714,-3.464,0.010631,0.0
2023-06-01,3.0,3.75,6.714,-2.964,0.010442,0.0
2023-06-01,3.5,4.25,6.714,-2.464,0.010289,1.055e-05
2023-06-01,4.0,4.75,6.714,-1.964,0.010185,8.693e-05
2023-06-01,4.5,5.25,6.714,-1.464,0.010516,0.00066979
2023-06-01,5.0,5.75,6.714,-0.964,0.01155,0.00194659
2023-06-01,5.5,6.25,6.714,-0.464,0.013459,0.00882199
2023-06-01,6.0,6.75,6.714,0.036,0.018117,0.02137649
2023-06-01,6.5,7.25,6.714,0.536,0.024748,0.03176035
2023-07-01,2.5,3.25,6.84,-3.59,0.010668,0.0
2023-07-01,3.0,3.75,6.84,-3.09,0.010491,7.62e-06
2023-07-01,3.5,4.25,6.84,-2.59,0.010318,3.185e-05
2023-07-01,4.0,4.75,6.84,-2.09,0.010188,0.00011671
2023-07-01,4.5,5.25,6.84,-1.59,0.010351,0.00058986
2023-07-01,5.0,5.75,6.84,-1.09,0.011241,0.00221851
2023-07-01,5.5,6.25,6.84,-0.59,0.012801,0.0089517
2023-07-01,6.0,6.75,6.84,-0.09,0.016564,0.01971937
2023-07-01,6.5,7.25,6.84,0.41,0.023064,0.03044339
2023-08-01,2.5,3.25,7.072,-3.822,0.010724,0.0
2023-08-01,3.0,3.75,7.072,-3.322,0.010579,1.532e-05
2023-08-01,3.5,4.25,7.072,-2.822,0.010395,3.202e-05
2023-08-01,4.0,4.75,7.072,-2.322,0.010249,8.804e-05
2023-08-01,4.5,5.25,7.072,-1.822,0.010208,0.00033903
2023-08-01,5.0,5.75,7.072,-1.322,0.010755,0.00236062
2023-08-01,5.5,6.25,7.072,-0.822,0.011941,0.01094088
2023-08-01,6.0,6.75,7.072,-0.322,0.014364,0.02587187
2023-08-01,6.5,7.25,7.072,0.178,0.019944,0.03731942
2023-09-01,2.5,3.25,7.2,-3.95,0.010728,0.0
2023-09-01,3.0,3.75,7.2,-3.45,0.010627,0.0
2023-09-01,3.5,4.25,7.2,-2.95,0.010437,3.22e-05
2023-09-01,4.0,4.75,7.2,-2.45,0.010286,0.00011815
2023-09-01,4.5,5.25,7.2,-1.95,0.010186,0.00046906
2023-09-01,5.0,5.75,7.2,-1.45,0.010537,0.00224211
2023-09-01,5.5,6.25,7.2,-0.95,0.011588,0.01008615
2023-09-01,6.0,6.75,7.2,-0.45,0.013541,0.02460986
2023-09-01,6.5,7.25,7.2,0.05,0.018296,0.03138924
2023-10-01,2.5,3.25,7.62,-4.37,0.010698,2.61e-06
2023-10-01,3.0,3.75,7.62,-3.87,0.01073,0.0
2023-10-01,3.5,4.25,7.62,-3.37,0.010599,1.078e-05
2023-10-01,4.0,4.75,7.62,-2.87,0.01041,8.911e-05
2023-10-01,4.5,5.25,7.62,-2.37,0.010266,0.00047155
2023-10-01,5.0,5.75,7.62,-1.87,0.010199,0.00225302
2023-10-01,5.5,6.25,7.62,-1.37,0.010669,0.01197542
2023-10-01,6.0,6.75,7.62,-0.87,0.011805,0.0248268
2023-10-01,6.5,7.25,7.62,-0.37,0.014038,0.02864506
2023-11-01,2.5,3.25,7.442,-4.192,0.010702,0.0
2023-11-01,3.0,3.75,7.442,-3.692,0.010693,0.0
2023-11-01,3.5,4.25,7.442,-3.192,0.010528,2.167e-05
2023-11-01,4.0,4.75,7.442,-2.692,0.010353,5.972e-05
2023-11-01,4.5,5.25,7.442,-2.192,0.010211,0.00081897
2023-11-01,5.0,5.75,7.442,-1.692,0.010264,0.00164346
2023-11-01,5.5,6.25,7.442,-1.192,0.011014,0.00947653
2023-11-01,6.0,6.75,7.442,-0.692,0.012357,0.02259466
2023-11-01,6.5,7.25,7.442,-0.192,0.015486,0.02370972
2023-12-01,2.5,3.25,6.815,-3.565,0.010661,0.03107659
2023-12-01,3.0,3.75,6.815,-3.065,0.010481,0.03907288
2023-12-01,3.5,4.25,6.815,-2.565,0.010311,0.04571374
2023-12-01,4.0,4.75,6.815,-2.065,0.010184,0.05368414
2023-12-01,4.5,5.25,6.815,-1.565,0.01038,0.05203253
2023-12-01,5.0,5.75,6.815,-1.065,0.0113,0.0459088
2023-12-01,5.5,6.25,6.815,-0.565,0.012924,0.05129614
2023-12-01,6.0,6.75,6.815,-0.065,0.01686,0.05263561
2023-12-01,6.5,7.25,6.815,0.435,0.023397,0.05928341
2024-01-01,2.5,3.25,6.6425,-3.3925,0.010608,0.0
2024-01-01,3.0,3.75,6.6425,-2.8925,0.010417,0.0
2024-01-01,3.5,4.25,6.6425,-2.3925,0.010273,0.0
2024-01-01,4.0,4.75,6.6425,-1.8925,0.010194,0.0
2024-01-01,4.5,5.25,6.6425,-1.3925,0.010629,0.0
2024-01-01,5.0,5.75,6.6425,-0.8925,0.011743,0.0
2024-01-01,5.5,6.25,6.6425,-0.3925,0.013892,0.0
2024-01-01,6.0,6.75,6.6425,0.1075,0.019032,0.0
2024-01-01,6.5,7.25,6.6425,0.6075,0.025692,0.0
2024-02-01,2.5,3.25,6.776,-3.526,0.010651,0.0
2024-02-01,3.0,3.75,6.776,-3.026,0.010466,0.0
2024-02-01,3.5,4.25,6.776,-2.526,0.010302,0.0
2024-02-01,4.0,4.75,6.776,-2.026,0.010184,0.0
2024-02-01,4.5,5.25,6.776,-1.526,0.010431,0.0
2024-02-01,5.0,5.75,6.776,-1.026,0.011393,0.0
2024-02-01,5.5,6.25,6.776,-0.526,0.013117,0.0
2024-02-01,6.0,6.75,6.776,-0.026,0.017335,0.0
2024-02-01,6.5,7.25,6.776,0.474,0.023918,0.0
2024-03-01,2.5,3.25,6.82,-3.57,0.010662,0.0
2024-03-01,3.0,3.75,6.82,-3.07,0.010483,0.0
2024-03-01,3.5,4.25,6.82,-2.57,0.010312,0.0
2024-03-01,4.0,4.75,6.82,-2.07,0.010185,0.0
2024-03-01,4.5,5.25,6.82,-1.57,0.010373,0.0
2024-03-01,5.0,5.75,6.82,-1.07,0.011288,0.0
2024-03-01,5.5,6.25,6.82,-0.57,0.0129,0.0
2024-03-01,6.0,6.75,6.82,-0.07,0.0168,0.0
2024-03-01,6.5,7.25,6.82,0.43,0.023331,0.0
2024-04-01,2.5,3.25,6.9925,-3.7425,0.010706,0.0
2024-04-01,3.0,3.75,6.9925,-3.2425,0.010546,0.0
2024-04-01,3.5,4.25,6.9925,-2.7425,0.010369,0.0
2024-04-01,4.0,4.75,6.9925,-2.2425,0.010224,0.0
2024-04-01,4.5,5.25,6.9925,-1.7425,0.010236,0.0
2024-04-01,5.0,5.75,6.9925,-1.2425,0.010904,0.0
2024-04-01,5.5,6.25,6.9925,-0.7425,0.012183,0.0
2024-04-01,6.0,6.75,6.9925,-0.2425,0.015021,0.0
2024-04-01,6.5,7.25,6.9925,0.2575,0.021009,0.0
2024-05-01,2.5,3.25,7.06,-3.81,0.010722,0.0
2024-05-01,3.0,3.75,7.06,-3.31,0.010574,0.0
2024-05-01,3.5,4.25,7.06,-2.81,0.01039,0.0
2024-05-01,4.0,4.75,7.06,-2.31,0.010245,0.0
2024-05-01,4.5,5.25,7.06,-1.81,0.010211,0.0
2024-05-01,5.0,5.75,7.06,-1.31,0.010777,0.0
2024-05-01,5.5,6.25,7.06,-0.81,0.011976,0.0
2024-05-01,6.0,6.75,7.06,-0.31,0.014451,0.0
2024-05-01,6.5,7.25,7.06,0.19,0.020102,0.0
2024-06-01,2.5,3.25,6.9175,-3.6675,0.010687,0.0
2024-06-01,3.0,3.75,6.9175,-3.1675,0.010519,0.0
2024-06-01,3.5,4.25,6.9175,-2.6675,0.010344,0.0
2024-06-01,4.0,4.75,6.9175,-2.1675,0.010204,0.0
2024-06-01,4.5,5.25,6.9175,-1.6675,0.010282,0.0
2024-06-01,5.0,5.75,6.9175,-1.1675,0.011068,0.0
2024-06-01,5.5,6.25,6.9175,-0.6675,0.012452,0.0
2024-06-01,6.0,6.75,6.9175,-0.1675,0.01572,0.0
2024-06-01,6.5,7.25,6.9175,0.3325,0.02202,0.0
2024-07-01,2.5,3.25,6.8475,-3.5975,0.01067,0.0
2024-07-01,3.0,3.75,6.8475,-3.0975,0.010494,0.0
2024-07-01,3.5,4.25,6.8475,-2.5975,0.010321,0.0
2024-07-01,4.0,4.75,6.8475,-2.0975,0.010189,0.0
2024-07-01,4.5,5.25,6.8475,-1.5975,0.010344,0.0
2024-07-01,5.0,5.75,6.8475,-1.0975,0.011223,0.0
2024-07-01,5.5,6.25,6.8475,-0.5975,0.012765,0.0
2024-07-01,6.0,6.75,6.8475,-0.0975,0.016477,0.0
2024-07-01,6.5,7.25,6.8475,0.4025,0.022964,0.0
2024-08-01,2.5,3.25,6.5,-3.25,0.010549,0.0
2024-08-01,3.0,3.75,6.5,-2.75,0.010371,0.0
2024-08-01,3.5,4.25,6.5,-2.25,0.010226,0.0
2024-08-01,4.0,4.75,6.5,-1.75,0.010232,0.0
2024-08-01,4.5,5.25,6.5,-1.25,0.01089,0.0
2024-08-01,5.0,5.75,6.5,-0.75,0.012157,0.0
2024-08-01,5.5,6.25,6.5,-0.25,0.014955,0.0
2024-08-01,6.0,6.75,6.5,0.25,0.020907,0.0
2024-08-01,6.5,7.25,6.5,0.75,0.027567,0.0
2024-09-01,2.5,3.25,6.18,-2.93,0.01043,0.0
2024-09-01,3.0,3.75,6.18,-2.43,0.010281,0.0
2024-09-01,3.5,4.25,6.18,-1.93,0.010189,0.0
2024-09-01,4.0,4.75,6.18,-1.43,0.010569,0.0
2024-09-01,4.5,5.25,6.18,-0.93,0.011641,0.0
2024-09-01,5.0,5.75,6.18,-0.43,0.01366,0.0
2024-09-01,5.5,6.25,6.18,0.07,0.018552,0.0
2024-09-01,6.0,6.75,6.18,0.57,0.025199,0.0
2024-09-01,6.5,7.25,6.18,1.07,0.031898,0.0
2024-10-01,2.5,3.25,6.428,-3.178,0.010523,0.0
2024-10-01,3.0,3.75,6.428,-2.678,0.010348,0.0
2024-10-01,3.5,4.25,6.428,-2.178,0.010206,0.0
2024-10-01,4.0,4.75,6.428,-1.678,0.010274,0.0
2024-10-01,4.5,5.25,6.428,-1.178,0.011045,0.0
2024-10-01,5.0,5.75,6.428,-0.678,0.012409,0.0
2024-10-01,5.5,6.25,6.428,-0.178,0.015619,0.0
2024-10-01,6.0,6.75,6.428,0.322,0.021878,0.0
2024-10-01,6.5,7.25,6.428,0.822,0.028549,0.0
2024-11-01,2.5,3.25,6.805,-3.555,0.010659,0.0
2024-11-01,3.0,3.75,6.805,-3.055,0.010477,0.0
2024-11-01,3.5,4.25,6.805,-2.555,0.010308,0.0
2024-11-01,4.0,4.75,6.805,-2.055,0.010184,0.0
2024-11-01,4.5,5.25,6.805,-1.555,0.010392,0.0
2024-11-01,5.0,5.75,6.805,-1.055,0.011323,0.0
2024-11-01,5.5,6.25,6.805,-0.555,0.012973,0.0
2024-11-01,6.0,6.75,6.805,-0.055,0.01698,0.0
2024-11-01,6.5,7.25,6.805,0.445,0.02353,0.0
2024-12-01,2.5,3.25,6.715,-3.465,0.010632,0.04109892
2024-12-01,3.0,3.75,6.715,-2.965,0.010443,0.05141185
2024-12-01,3.5,4.25,6.715,-2.465,0.010289,0.05949337
2024-12-01,4.0,4.75,6.715,-1.965,0.010185,0.06518327
2024-12-01,4.5,5.25,6.715,-1.465,0.010514,0.06633337
2024-12-01,5.0,5.75,6.715,-0.965,0.011547,0.06651464
2024-12-01,5.5,6.25,6.715,-0.465,0.013453,0.07742004
2024-12-01,6.0,6.75,6.715,0.035,0.018105,0.08580641
2024-12-01,6.5,7.25,6.715,0.535,0.024734,0.11077757
2025-01-01,2.5,3.25,6.958,-3.708,0.010697,0.0
2025-01-01,3.0,3.75,6.958,-3.208,0.010534,0.0
2025-01-01,3.5,4.25,6.958,-2.708,0.010358,0.0
2025-01-01,4.0,4.75,6.958,-2.208,0.010216,0.0
2025-01-01,4.5,5.25,6.958,-1.708,0.010254,0.0
2025-01-01,5.0,5.75,6.958,-1.208,0.010978,0.0
2025-01-01,5.5,6.25,6.958,-0.708,0.012299,0.0
2025-01-01,6.0,6.75,6.958,-0.208,0.015336,0.0
2025-01-01,6.5,7.25,6.958,0.292,0.021475,0.0
2025-02-01,2.5,3.25,6.8425,-3.5925,0.010668,0.0
2025-02-01,3.0,3.75,6.8425,-3.0925,0.010492,0.0
2025-02-01,3.5,4.25,6.8425,-2.5925,0.010319,0.0
2025-02-01,4.0,4.75,6.8425,-2.0925,0.010188,0.0
2025-02-01,4.5,5.25,6.8425,-1.5925,0.010349,0.0
2025-02-01,5.0,5.75,6.8425,-1.0925,0.011235,0.0
2025-02-01,5.5,6.25,6.8425,-0.5925,0.012789,0.0
2025-02-01,6.0,6.75,6.8425,-0.0925,0.016535,0.0
2025-02-01,6.5,7.25,6.8425,0.4075,0.023031,0.0
2025-03-01,2.5,3.25,6.65,-3.4,0.01061,0.0
2025-03-01,3.0,3.75,6.65,-2.9,0.010419,0.0
2025-03-01,3.5,4.25,6.65,-2.4,0.010275,0.0
2025-03-01,4.0,4.75,6.65,-1.9,0.010193,0.0
2025-03-01,4.5,5.25,6.65,-1.4,0.010617,0.0
2025-03-01,5.0,5.75,6.65,-0.9,0.011723,0.0
2025-03-01,5.5,6.25,6.65,-0.4,0.013845,0.0
2025-03-01,6.0,6.75,6.65,0.1,0.018935,0.0
2025-03-01,6.5,7.25,6.65,0.6,0.025594,0.0
2025-04-01,2.5,3.25,6.725,-3.475,0.010635,0.0
2025-04-01,3.0,3.75,6.725,-2.975,0.010447,0.0
2025-04-01,3.5,4.25,6.725,-2.475,0.010291,0.0
2025-04-01,4.0,4.75,6.725,-1.975,0.010184,0.0
2025-04-01,4.5,5.25,6.725,-1.475,0.0105,0.0
2025-04-01,5.0,5.75,6.725,-0.975,0.011521,0.0
2025-04-01,5.5,6.25,6.725,-0.475,0.013396,0.0
2025-04-01,6.0,6.75,6.725,0.025,0.017977,0.0
2025-04-01,6.5,7.25,6.725,0.525,0.024601,0.0
2025-05-01,2.5,3.25,6.816,-3.566,0.010662,0.0
2025-05-01,3.0,3.75,6.816,-3.066,0.010482,0.0
2025-05-01,3.5,4.25,6.816,-2.566,0.010311,0.0
2025-05-01,4.0,4.75,6.816,-2.066,0.010184,0.0
2025-05-01,4.5,5.25,6.816,-1.566,0.010378,0.0
2025-05-01,5.0,5.75,6.816,-1.066,0.011298,0.0
2025-05-01,5.5,6.25,6.816,-0.566,0.012919,0.0
2025-05-01,6.0,6.75,6.816,-0.066,0.016848,0.0
2025-05-01,6.5,7.25,6.816,0.434,0.023384,0.0
2025-06-01,2.5,3.25,6.8175,-3.5675,0.010662,0.0
2025-06-01,3.0,3.75,6.8175,-3.0675,0.010482,0.0
2025-06-01,3.5,4.25,6.8175,-2.5675,0.010312,0.0
2025-06-01,4.0,4.75,6.8175,-2.0675,0.010185,0.0
2025-06-01,4.5,5.25,6.8175,-1.5675,0.010376,0.0
2025-06-01,5.0,5.75,6.8175,-1.0675,0.011294,0.0
2025-06-01,5.5,6.25,6.8175,-0.5675,0.012912,0.0
2025-06-01,6.0,6.75,6.8175,-0.0675,0.01683,0.0
2025-06-01,6.5,7.25,6.8175,0.4325,0.023364,0.0
2025-07-01,2.5,3.25,6.72,-3.47,0.010634,0.0
2025-07-01,3.0,3.75,6.72,-2.97,0.010445,0.0
2025-07-01,3.5,4.25,6.72,-2.47,0.01029,0.0
2025-07-01,4.0,4.75,6.72,-1.97,0.010184,0.0
2025-07-01,4.5,5.25,6.72,-1.47,0.010507,0.0
2025-07-01,5.0,5.75,6.72,-0.97,0.011534,0.0
2025-07-01,5.5,6.25,6.72,-0.47,0.013425,0.0
2025-07-01,6.0,6.75,6.72,0.03,0.018041,0.0
2025-07-01,6.5,7.25,6.72,0.53,0.024668,0.0
2025-08-01,2.5,3.25,6.5875,-3.3375,0.010585,0.0
2025-08-01,3.0,3.75,6.5875,-2.8375,0.0104,0.0
2025-08-01,3.5,4.25,6.5875,-2.3375,0.010255,0.0
2025-08-01,4.0,4.75,6.5875,-1.8375,0.010204,0.0
2025-08-01,4.5,5.25,6.5875,-1.3375,0.010728,0.0
2025-08-01,5.0,5.75,6.5875,-0.8375,0.011896,0.0
2025-08-01,5.5,6.25,6.5875,-0.3375,0.014256,0.0
2025-08-01,6.0,6.75,6.5875,0.1625,0.019741,0.0
2025-08-01,6.5,7.25,6.5875,0.6625,0.026403,0.0
2025-09-01,2.5,3.25,6.3525,-3.1025,0.010495,0.0
2025-09-01,3.0,3.75,6.3525,-2.6025,0.010322,0.0
2025-09-01,3.5,4.25,6.3525,-2.1025,0.01019,0.0
2025-09-01,4.0,4.75,6.3525,-1.6025,0.010338,0.0
2025-09-01,4.5,5.25,6.3525,-1.1025,0.011211,0.0
2025-09-01,5.0,5.75,6.3525,-0.6025,0.012741,0.0
2025-09-01,5.5,6.25,6.3525,-0.1025,0.016419,0.0
2025-09-01,6.0,6.75,6.3525,0.3975,0.022898,0.0
2025-09-01,6.5,7.25,6.3525,0.8975,0.029571,0.0
2025-10-01,2.5,3.25,6.254,-3.004,0.010458,0.0
2025-10-01,3.0,3.75,6.254,-2.504,0.010297,0.0
2025-10-01,3.5,4.25,6.254,-2.004,0.010183,0.0
2025-10-01,4.0,4.75,6.254,-1.504,0.01046,0.0
2025-10-01,4.5,5.25,6.254,-1.004,0.011448,0.0
2025-10-01,5.0,5.75,6.254,-0.504,0.013235,0.0
2025-10-01,5.5,6.25,6.254,-0.004,0.017611,0.0
2025-10-01,6.0,6.75,6.254,0.496,0.024213,0.0
2025-10-01,6.5,7.25,6.254,0.996,0.030906,0.0
2025-11-01,2.5,3.25,6.2375,-2.9875,0.010451,0.0
2025-11-01,3.0,3.75,6.2375,-2.4875,0.010294,0.0
2025-11-01,3.5,4.25,6.2375,-1.9875,0.010183,0.0
2025-11-01,4.0,4.75,6.2375,-1.4875,0.010483,0.0
2025-11-01,4.5,5.25,6.2375,-0.9875,0.011489,0.0
2025-11-01,5.0,5.75,6.2375,-0.4875,0.013326,0.0
2025-11-01,5.5,6.25,6.2375,0.0125,0.017819,0.0
2025-11-01,6.0,6.75,6.2375,0.5125,0.024434,0.0
2025-11-01,6.5,7.25,6.2375,1.0125,0.031126,0.0
2025-12-01,2.5,3.25,6.19,-2.94,0.010433,0.05248006
2025-12-01,3.0,3.75,6.19,-2.44,0.010283,0.05520354
2025-12-01,3.5,4.25,6.19,-1.94,0.010187,0.06245233
2025-12-01,4.0,4.75,6.19,-1.44,0.010553,0.07065247
2025-12-01,4.5,5.25,6.19,-0.94,0.011615,0.06943534
2025-12-01,5.0,5.75,6.19,-0.44,0.0136,0.07186988
2025-12-01,5.5,6.25,6.19,0.06,0.018424,0.08695277
2025-12-01,6.0,6.75,6.19,0.56,0.025067,0.11731031
2025-12-01,6.5,7.25,6.19,1.06,0.031763,0.18666082
